,Startup Name,Founding Date,Founder(s),Founder Gender,Industry/Vertical,City,Investor(s),Funding Date,Investment Type,Investment Amount (USD),Yearly GDP (% Growth),Unicorn Company,Valuation (B USD)
2831,Wysh,2019.0,"Mahesh Gogineni, Varun Ms, Manan Maheshwari",,Platforms & Social Media,Greater Hyderabad ,Kalaari Capital,01/01/2020,Series A,2000000,-6.6,,
2832,Keito,2016.0,Amal Ps,,AI,Pune,Suma Soft Pvt Ltd,01/01/2020,Early stage,160000,-6.6,,
2833,Klub,2019.0,"Anurakt Jain, Ishita Verma",,Fintech,,Sequoia Surge,01/01/2020,Early stage,2000000,-6.6,,
2834,Aadhar,2017.0,,,E-commerce,Greater Mumbai,"Sprout Venture Partners, Jito Angel Network, Letsventure",01/01/2020,,0,-6.6,,
2835,Incubatehub,,Rajiv Mukherjee,,Platforms & Social Media,Bangalore,Venture Catalysts,01/01/2020,,0,-6.6,,
2836,Rage Coffee,2018.0,Bharat Sethi,Male,SaaS,Delhi,Refex Capital,01/01/2020,,0,-6.6,,
2837,Skilancer,,Neeraj Kumar,,Technology,Noida,Venture Catalysts,01/01/2020,,0,-6.6,,
2838,Harappa Education,,Pramath Raj Sinha,,EdTech,New Delhi,James Murdoch-Led Lupa Systems,01/01/2020,,0,-6.6,,
2839,Axio Biosolutions,,Leo Mavely,,Health & Fitness,Bangalore,Omidyar Network India,01/01/2020,Series B,5200000,-6.6,,
2840,Techbooze,,Mr. Subhashis Kar,,Consulting,,Space Capital,01/01/2020,Series A,15000000,-6.6,,
2841,Paymart,2015.0,Amit Narang,,Fintech,Chandigarh,"Iim Ahmedabad’s Incubator (Ciie.Co),Chandigarh Angels Network",01/01/2020,,0,-6.6,,
2842,Testbook,,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",,EdTech,,Iron Pillar,01/01/2020,Series B,8400000,-6.6,,
2843,Faballey,2012.0,"Tanvi Malik, Shivani Poddar.",,E-commerce,Noida,Trifecta Capital,01/01/2020,Other,1100000,-6.6,,
2844,Haikujam,,Neer Sharma,,Other,,"Lightbox. Social Capital, Dunce Capital",01/01/2020,Other,3400000,-6.6,,
2845,Mamaearth,2016.0,"Ghazal Alagh, Varun Alagh",,E-commerce,,Sequoia India,01/01/2020,Series A,18300000,-6.6,Yes,1.07
2846,Rentomojo,2014.0,Geetansh Bamania,,Other,,Gmo Payment Gateway,01/01/2020,Other,2000000,-6.6,,
2847,Zomato,,Deepinder Goyal,,Food & Beverages,,Ant Financial,01/01/2020,Other,150000000,-6.6,,
2848,Byju,2011.0,Byju Raveendran,,EdTech,,Tiger Global,01/01/2020,Other,200000000,-6.6,,
2849,Generico,,Siddharth Gadia,,Health & Fitness,Greater Mumbai,Alteria Capital,01/01/2020,Other,1400000,-6.6,,
2850,Highradius,2016.0,Sashi Narahari,,SaaS,Greater Hyderabad ,Iconiq Capital,01/01/2020,Series B,125000000,-6.6,,
2851,Chai Kings,,"Jahabar Sadique, Balaji Sadagopan",,Food & Beverages,Chennai,The Chennai Angels (Tca),01/01/2020,Other,1000000,-6.6,,
2852,Rivigo,2014.0,"Deepak Garg, Gazal Kalra",,Logistics & Supply Chain,,Trifecta Capital,01/01/2020,Series D to late stage,3400000,-6.6,Yes,1.1
2853,Buildpan,2019.0,"Sonal Khandelwal, Vaibhav Tiwari",,SaaS,Indore,"Hnis In India, Japan, And The Us",01/01/2020,,0,-6.6,,
2854,Shiksha,2008.0,Kanav Sachdeva,,EdTech,,Mumbai Angels Network,01/01/2020,Other,181000,-6.6,,
2855,Super Surfaces,,Kumar Varma,,Fashion,Greater Hyderabad ,Vishnu Reddy,01/01/2020,Series A,500000,-6.6,,
2856,Quicko,,Vishvajit Sonagara,,Other,Ahmedabad,"Zerodha Fintech Fund, Rainmatter",01/01/2020,Other,280000,-6.6,,
2857,Satin Creditcare,,,,Fintech,Gurgaon,Austrian Bank,01/01/2020,Other,15000000,-6.6,,
2858,Xpressbees,2015.0,"Supam Maheshwari, Amitava Saha",,Logistics & Supply Chain,,Alibaba,01/01/2020,Other,10000000,-6.6,,
2859,Farmerp,2001.0,"Santosh Shinde, Sanjay Borkar",,Agritech,Pune,Technogen,01/01/2020,,0,-6.6,,
2860,Wealth Bucket,2018.0,"Himanshu Jain, Pulkit Jain",,Fintech,,"Northstar, Vinod Khatumal",01/01/2020,Other,3000000,-6.6,,
2861,Gomechanic,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",,Automotive,Delhi,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",01/01/2020,Series B,14700000,-6.6,,
2862,Fashor,2017.0,"Vikram Kankaria, Priyanka Kankaria",,Fashion,Chennai,Sprout Venture Partners,01/01/2020,Series A,1000000,-6.6,,
2863,Leverage Edu,2017.0,Akshay Chaturvedi,Male,EdTech,Delhi,"Dsg Consumer Partners, Blume Ventures",01/01/2020,,0,-6.6,,
2864,Purplle,2012.0,"Manish Taneja, Rahul Dash",Male,Health & Fitness,Greater Mumbai,Verlinvest,01/01/2020,Other,8000000,-6.6,Yes,1.1
2865,Shuttl,2015.0,"Amit Singh, Deepanshu Malviya",,Transportation,Delhi,Sig Global India Fund Llp.,01/01/2020,Series C,8043000,-6.6,,
2866,Pando,2017.0,"Jayakrishnan, Abhijeet Manohar",,Other,Chennai,Chiratae Ventures,01/01/2020,,0,-6.6,,
2867,Vogo,2016.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",,Automotive,Bangalore,Lightstone Aspada,01/02/2020,Series C,20000000,-6.6,,
2868,Flick Stree,,Saurabh Singh,,AI,Greater Mumbai,Samsung Venture Investment,01/02/2020,Series A,3000000,-6.6,,
2869,Minionlabs,,Gokul Shrinivas,,IT,Bangalore,Indian Angel Network,01/02/2020,,0,-6.6,,
2870,Josh Talks,2015.0,"Supriya Paul, Shobhit Banga",,Media,,Media Development Investment Fund,01/02/2020,Series A,1500000,-6.6,,
2871,Phoneparloan,2015.0,Ringaile Noq,,Fintech,Delhi,Accelerator Mox,01/02/2020,,0,-6.6,,
2872,Railyatri,2011.0,"Manish Rathi, Kapil Raizada, Sachin Saxena",,Other,Noida,"Nandan Nilekani, Samsung Venture Investment Corporation",01/02/2020,Other,13800000,-6.6,,
2873,Ajnalens,2014.0,"Pankaj Raut, Abhishek Tomar, Abhijit Patil",,Technology,Thane,"Maharashtra Defence, Aerospace Venture Fund (Mdavf)",01/02/2020,Series A,1500000,-6.6,,
2874,Rupeek,2015.0,"Amar Prabhu, Ashwin Soni, Sumit Maniyar",,Fintech,Bangalore,"Ggv Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",01/02/2020,Other,30000000,-6.6,,
2875,Invideo,,Sanket Shah,,Entertainment,,Sequoia Capital’s Surge,01/02/2020,Other,2500000,-6.6,,
2876,Avalonmeta,2017.0,"Varun Mayya, Shashank Udupa, Abhinav Arora",,EdTech,,Peerplays,01/02/2020,Other,420000,-6.6,,
2877,Near Store,,,,E-commerce,Greater Mumbai,Sauce.Vc,01/02/2020,Early stage,300000,-6.6,,
2878,Electorq,,Anubhav Sharma,,Automotive,Delhi,Advantedge,01/02/2020,,0,-6.6,,
2879,Prayaan Capital,,"Madhan Mohan , Akash Chelvam",,Fintech,Chennai,Accion Venture Lab,01/02/2020,Early stage,1200000,-6.6,,
2880,Sanfe,2018.0,"Archit Agarwal, Harry Sehrawat",Male,Health & Fitness,Delhi,"Sucseed Venture Partners, Birac, Elixir Pharma, Titan Capital",01/02/2020,Series A,1100000,-6.6,,
2881,Swiggy,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",,Food & Beverages,Bangalore,Prosus N.V,01/02/2020,Series A,113000000,-6.6,Yes,10.7
2882,Unacademy,2010.0,"Gaurav Munjal, Roman Saini, Hemesh Singh",Male,EdTech,Bangalore,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",01/02/2020,Series D to late stage,110000000,-6.6,Yes,3.4
2883,Zvesta,2015.0,"Rajan Dang, Anushree Srivastava",,Other,,Hindustan Media Ventures,01/02/2020,Other,5500000,-6.6,,
2884,Dunzo,2014.0,Kabeer Biswas,Male,Logistics & Supply Chain,Bangalore,Alteria Capital,01/02/2020,Other,11000000,-6.6,,
2885,Digit Insurance,2016.0,Kamesh Goyal,,Fintech,Bangalore,"Virat Kohli, Anushka Sharma",01/02/2020,Other,340000,-6.6,,
2886,Yolo,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",,Transportation,,Undisclosed,01/02/2020,Early stage,600000,-6.6,,
2887,Smartvizx,2015.0,"Tithi Tewari, Gautam Tewari",,SaaS,,Rockstud Capital,01/02/2020,Series A,1397000,-6.6,,
2888,Genius Corner,2014.0,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney",,EdTech,Noida,"Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",01/02/2020,Other,250000,-6.6,,
2889,Planetspark,2016.0,"Maneesh Dhooper, Kunal Malik",,EdTech,,"Indian Angel Network, Lead Angels, Hyderabad Angels",01/02/2020,Other,448500,-6.6,,
2890,Simsim,,Amit Bagaria,,Platforms & Social Media,Bangalore,"Accel Partners, Shunwei Capital, Good Capital",01/02/2020,,0,-6.6,,
2891,Shuttl,2015.0,"Amit Singh, Deepanshu Malviya",,Transportation,Delhi,Sig Global India Fund,01/02/2020,Series C,7975700,-6.6,,
2892,Classmonitor,,"Vijeet Pandey, Vikas Rishishwar",,EdTech,Indore,Ashwin Khorana,01/02/2020,,0,-6.6,,
